1 50646.3 0.0
10 133234.5 0.1
50 148350.9 0.3
100 130883.4 0.8
200 136345.5 1.5
300 150493.4 2.0
400 150202.6 2.6
500 150887.5 3.3
600 134755.8 4.4
700 136310.0 5.1
800 149365.3 5.3
900 148092.6 6.0
1000 134594.2 7.3
