 24768 kikiyu    20   0  192392  10544   1688 S  88.2  0.0   1:03.17 memcached
 24768 kikiyu    20   0  192392  10544   1688 S  85.4  0.0   1:05.75 memcached
 24768 kikiyu    20   0  192392  10564   1688 S  85.4  0.0   1:08.33 memcached
 24768 kikiyu    20   0  192392  10564   1688 S  86.1  0.0   1:10.93 memcached
 24768 kikiyu    20   0  192392  10564   1688 S  57.3  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10564   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10940   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10940   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10940   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10940   1688 S   0.0  0.0   1:12.66 memcached
 24768 kikiyu    20   0  192392  10940   1688 S   0.3  0.0   1:12.67 memcached
 24768 kikiyu    20   0  192392  10940   1688 S   0.0  0.0   1:12.67 memcached
 24768 kikiyu    20   0  192392  10940   1688 S   0.0  0.0   1:12.67 memcached
 24768 kikiyu    20   0  192392  10940   1688 S   0.0  0.0   1:12.67 memcached
 24768 kikiyu    20   0  192392  10940   1688 S   0.0  0.0   1:12.67 memcached
 24768 kikiyu    20   0  192392  10940   1688 S   0.0  0.0   1:12.67 memcached
 24768 kikiyu    20   0  192392  10940   1688 S   0.0  0.0   1:12.67 memcached
 24854 kikiyu    20   0  191364   6804   1808 S 100.0  0.0   0:00.17 memcached
 24854 kikiyu    20   0  191364   6968   1808 S 101.0  0.0   0:03.22 memcached
 24854 kikiyu    20   0  191364   6968   1808 S 101.0  0.0   0:06.27 memcached
 24854 kikiyu    20   0  191364   6968   1808 S 100.7  0.0   0:09.31 memcached
 24854 kikiyu    20   0  192392   7988   1808 S 101.0  0.0   0:12.36 memcached
 24854 kikiyu    20   0  192392   7988   1808 S  26.5  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.16 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.3  0.0   0:13.17 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.17 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.17 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.17 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.17 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.17 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.17 memcached
 24854 kikiyu    20   0  192392   7988   1808 S   0.0  0.0   0:13.17 memcached
 24870 kikiyu    20   0  191364   7292   1760 S 100.0  0.0   0:00.17 memcached
 24870 kikiyu    20   0  191364   7496   1760 S 101.7  0.0   0:03.24 memcached
 24870 kikiyu    20   0  191364   7500   1760 S 101.3  0.0   0:06.30 memcached
 24870 kikiyu    20   0  191364   7500   1760 S 101.7  0.0   0:09.37 memcached
 24870 kikiyu    20   0  191364   7500   1760 S 101.3  0.0   0:12.43 memcached
 24870 kikiyu    20   0  191364   7500   1760 S 101.3  0.0   0:15.49 memcached
 24870 kikiyu    20   0  192392   8420   1760 S 101.7  0.0   0:18.56 memcached
 24870 kikiyu    20   0  192392   8420   1760 S 100.3  0.0   0:21.59 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   2.6  0.0   0:21.67 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.3  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8420   1760 S   0.0  0.0   0:21.68 memcached
 24870 kikiyu    20   0  192392   8796   1760 S   0.3  0.0   0:21.69 memcached
 24870 kikiyu    20   0  192392   8796   1760 S   0.0  0.0   0:21.69 memcached
 24870 kikiyu    20   0  192392   8796   1760 S   0.0  0.0   0:21.69 memcached
 24870 kikiyu    20   0  192392   8796   1760 S   0.0  0.0   0:21.69 memcached
 24887 kikiyu    20   0  191364   5660   1624 S 100.0  0.0   0:00.16 memcached
 24887 kikiyu    20   0  191364   5880   1624 S 101.7  0.0   0:03.24 memcached
 24887 kikiyu    20   0  191364   5896   1624 S 101.7  0.0   0:06.31 memcached
 24887 kikiyu    20   0  191364   5896   1624 S 102.3  0.0   0:09.39 memcached
 24887 kikiyu    20   0  191364   5896   1624 S 101.3  0.0   0:12.46 memcached
 24887 kikiyu    20   0  191364   5896   1624 S 101.3  0.0   0:15.52 memcached
 24887 kikiyu    20   0  191364   5896   1624 S 102.0  0.0   0:18.59 memcached
 24887 kikiyu    20   0  191364   5896   1624 S 101.0  0.0   0:21.65 memcached
 24887 kikiyu    20   0  192392   6736   1624 S 101.7  0.0   0:24.72 memcached
 24887 kikiyu    20   0  192392   6736   1624 S 101.7  0.0   0:27.78 memcached
 24887 kikiyu    20   0  192392   6736   1624 S  15.2  0.0   0:28.24 memcached
 24887 kikiyu    20   0  192392   6736   1624 S   0.0  0.0   0:28.24 memcached
 24887 kikiyu    20   0  192392   6736   1624 S   0.3  0.0   0:28.25 memcached
 24887 kikiyu    20   0  192392   6736   1624 S   0.0  0.0   0:28.25 memcached
 24887 kikiyu    20   0  192392   6736   1624 S   0.0  0.0   0:28.25 memcached
 24887 kikiyu    20   0  192392   6736   1624 S   0.0  0.0   0:28.25 memcached
 24887 kikiyu    20   0  192392   6736   1624 S   0.0  0.0   0:28.25 memcached
