CC_Throughput_set_threads_number1
 161865.4 2.0
 174175.1 2.4
 166258.4 3.1
 158929.9 3.2
 163298.6 3.2
 179909.2 4.3
 174493.0 3.6
 184114.0 3.1
 161815.6 3.2
Throughput_Latency_set_threads_number60
 9999.7 0.1
 19994.9 0.1
 29985.1 0.1
 39970.6 0.1
 49952.9 0.2
 59926.9 0.2
 69904.7 0.2
 79863.8 0.2
 89835.8 0.3
 99805.1 0.3
 109750.6 0.3
 119618.7 0.4
 129572.7 0.5
 139549.2 0.4
 149527.7 0.5
 159456.0 1.6
 167012.7 2.5
 177593.7 2.7
 180130.6 2.8
 170556.2 3.0
 159140.4 3.2
 163130.4 3.3
 192750.2 3.1
 167213.5 3.2
 181110.3 3.1

Throughput_Latency_get_threads_number1
 9999.9 0.1
 19994.8 0.2
 29985.0 0.2
 39970.1 0.2
 49947.9 0.2
 59926.2 0.3
 69904.2 0.3
 79861.2 0.3
 89847.5 0.3
 99803.4 0.3
 109749.0 0.4
 119708.7 0.4
 129636.0 0.5
 139510.5 0.5
 149509.5 0.5
 159490.0 0.6
 169319.4 0.6
 179276.9 0.9
 189174.7 1.3
 196483.4 3.6
 200399.0 3.6
 196573.9 5.8
 195500.4 6.7
 211116.5 3.7
 199679.7 5.5
Throughput_Latency_get_threads_number2
 9999.7 0.1
 19995.0 0.1
 29987.0 0.1
 39970.5 0.1
 49952.8 0.2
 59926.8 0.2
 69895.4 0.2
 79876.4 0.2
 89835.4 0.3
 99783.1 0.3
 109747.9 0.4
 119707.8 0.3
 129671.8 0.3
 139590.1 0.3
 149528.0 0.3
 159487.6 0.4
 169384.0 0.4
 178638.1 2.6
 182470.5 4.5
 199084.0 1.8
 184136.0 4.6
 185902.5 6.9
 192037.2 3.2
 187825.0 4.2
 197661.0 3.3
Throughput_Latency_get_threads_number3
 9999.9 0.1
 19994.9 0.1
 29986.9 0.1
 39970.5 0.1
 49953.1 0.2
 59926.8 0.2
 69904.9 0.2
 79863.6 0.3
 89852.3 0.3
 99805.2 0.3
 109751.1 0.3
 119708.6 0.4
 129639.9 0.4
 139545.4 0.4
 149478.8 0.4
 159493.2 0.5
 169264.0 0.5
 176599.0 2.7
 184381.6 6.4
 188772.7 4.3
 189206.6 4.8
 203727.9 4.5
 206252.9 5.7
 188710.6 10.3
 206724.3 7.7
Throughput_Latency_get_threads_number4
 9999.7 0.1
 19994.9 0.1
 29985.2 0.1
 39970.6 0.1
 49953.1 0.2
 59926.9 0.2
 69904.7 0.2
 79876.5 0.3
 89835.8 0.3
 99805.5 0.3
 109702.0 0.4
 119708.8 0.3
 129640.3 0.4
 139549.5 0.4
 149516.1 0.4
 159341.2 0.7
 169383.9 0.6
 177822.7 2.6
 188157.7 2.1
 198477.5 2.7
 192235.0 4.9
 196206.8 6.0
 196567.4 6.9
 203401.0 6.6
 187595.6 5.9
Throughput_Latency_get_threads_number10
 9999.9 0.1
 19994.9 0.1
 29985.1 0.1
 39970.5 0.2
 49953.0 0.2
 59926.9 0.2
 69904.6 0.3
 79863.4 0.3
 89836.3 0.4
 99805.6 0.3
 109750.0 0.4
 119707.8 0.4
 129639.5 0.5
 139512.8 0.5
 149517.9 0.6
 159492.5 1.4
 169311.5 1.6
 179279.5 1.1
 189100.5 2.0
 191242.7 2.7
 171551.9 3.4
 191395.8 2.9
 157740.7 3.7
 172773.9 3.7
 187712.9 3.8
Throughput_Latency_get_threads_number20
 9999.9 0.1
 19994.9 0.1
 29985.1 0.1
 39970.4 0.2
 49952.8 0.2
 59926.7 0.2
 69904.5 0.2
 79863.6 0.3
 89851.8 0.4
 99805.2 0.3
 109750.6 0.4
 119708.6 0.4
 129672.6 0.4
 139551.8 0.5
 149527.0 0.5
 159492.8 0.5
 169383.2 0.5
 172968.5 2.9
 189182.3 0.9
 193829.9 2.6
 190338.7 2.7
 194683.2 2.9
 199139.5 2.9
 167791.8 3.4
